1,2,3,4,5,6,7,8,9,10,label
39.21062596563917,-68.990553237155,36.891540425923296,-27.815414301519876,-30.920674433814686,-1.1821378481779004,7.706073857602487,-0.08499948673308758,-3.5743401690057266,-2.3937392426666952,0
31.192749260672688,-51.451799679865715,41.9526164223524,-28.114627224456974,-28.47794952224307,0.5310678674743865,5.002554660847364,0.3903270988644782,2.557546914926523,0.6923084825333667,1
28.862345134270594,-58.73079622207663,59.338950906856745,-42.61039761479648,-39.22208372585238,2.5831954205454024,7.131601059465006,-4.605328347548026,12.154762367549452,2.6305307604082735,1
26.287891274120735,-60.20221741179243,67.85826293248594,-44.21143499805118,-45.43891620269622,0.7771412796599104,7.111228925275536,-0.2637335351361275,9.832083097408468,0.3346728372027653,1
93.1725943409097,-103.37566852007066,25.21978323312107,-22.147828635189423,-41.94407370595908,-1.3358065585826746,-0.8078655888594302,7.8481190376172085,3.435000891198406,0.6679898396162411,1
27.171314097543664,-49.59806053539349,51.48045201370847,-36.121623001605705,-36.683099342143166,-0.24785108180209742,7.202838563730935,-1.5612027149232366,3.2608018414718063,-2.4900576752174595,1
55.81956190358432,-94.10967084084585,62.562651862399484,-45.144165394790676,-54.421211159582626,5.3174248700341264,1.8906516730271026,11.365258416453033,9.15704066644722,7.479759422137495,1
52.3492835733059,-79.58278878546643,63.22096661409877,-44.39834034228044,-47.47135374983316,0.8524863675105537,-0.15126755473209977,7.473491701622971,5.483898255755754,7.672567690195265,1
36.51846604195907,-63.22952813155275,46.597080758455455,-37.413929805398325,-37.86454328119745,2.2544194333066105,0.9813799831544741,7.168444470112773,-0.43782840749172924,2.5081204277236613,1
22.724808005717136,-42.30628509437504,52.66241487086036,-34.29463166557577,-32.055410547674306,0.9285703970693036,6.3403527166656,-9.422751216292424,9.247044346714533,-0.9448524414933015,1
-13.53081487284968,4.307200589543033,-2.122788714841062,-0.4062639814765612,2.7162250904908483,-1.269924884201916,-0.8638619551563705,-0.6590317083222312,0.3552708827214711,-0.8992571512164022,0
-17.98422069268816,-0.6382661202090942,-2.3019919107455347,-0.6572901226132097,0.9794137561101843,0.8449594926273803,-2.205565011378693,0.3810167748472466,0.3908337657123717,-0.630700034405532,1
-11.148074552447643,0.6969489312142937,-1.3704409525783003,2.0558001801475445,4.018767174107682,0.25773569342729996,-0.7629315503029891,-0.11685029363087764,0.32604315083403074,-1.9956216297512817,1
