mean_test_score,params
0.8462131837307153,"{'max_depth': 12, 'min_samples_split': 3, 'n_estimators': 802}"
0.8440392706872369,"{'max_depth': 12, 'min_samples_split': 3, 'n_estimators': 841}"
0.8440392706872369,"{'max_depth': 12, 'min_samples_split': 3, 'n_estimators': 881}"
0.8462131837307154,"{'max_depth': 12, 'min_samples_split': 3, 'n_estimators': 920}"
0.8440392706872369,"{'max_depth': 12, 'min_samples_split': 3, 'n_estimators': 960}"
0.8462131837307154,"{'max_depth': 12, 'min_samples_split': 3, 'n_estimators': 1000}"
0.8570359981299674,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 50}"
0.8396213183730715,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 89}"
0.8504908835904628,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 129}"
0.8461430575035063,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 168}"
0.8396680691912108,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 208}"
0.8483169705469844,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 247}"
0.846166432912576,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 287}"
0.846166432912576,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 327}"
0.8440392706872369,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 366}"
0.8439925198690977,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 406}"
0.8440158952781674,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 445}"
0.8505142589995327,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 485}"
0.8483637213651238,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 525}"
0.8418419822346891,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 564}"
0.8440158952781674,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 604}"
0.8440158952781674,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 643}"
0.8440158952781674,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 683}"
0.8418419822346891,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 722}"
0.8418419822346891,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 762}"
0.8505376344086022,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 802}"
0.8461898083216457,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 841}"
0.8440158952781672,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 881}"
0.8440158952781674,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 920}"
0.8418419822346891,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 960}"
0.8418419822346891,"{'max_depth': 12, 'min_samples_split': 4, 'n_estimators': 1000}"
0.8310659186535766,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 50}"
0.837470780738663,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 89}"
0.8353436185133238,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 129}"
0.8331930808789154,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 168}"
0.8310191678354372,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 208}"
0.8353669939223936,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 247}"
0.8353436185133238,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 287}"
0.8310191678354372,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 327}"
0.8353669939223938,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 366}"
0.8331930808789154,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 406}"
0.8331930808789154,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 445}"
0.8288686302010285,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 485}"
0.8310191678354372,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 525}"
0.8331930808789153,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 564}"
0.833216456287985,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 604}"
0.8375175315568022,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 643}"
0.8375175315568022,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 683}"
0.8375175315568022,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 722}"
0.8418653576437588,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 762}"
0.8418887330528285,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 802}"
0.8375642823749416,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 841}"
0.8440626460963067,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 881}"
0.8397148200093503,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 920}"
0.8397148200093503,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 960}"
0.8397148200093503,"{'max_depth': 12, 'min_samples_split': 5, 'n_estimators': 1000}"
0.8332398316970547,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 50}"
0.8331697054698456,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 89}"
0.8310191678354372,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 129}"
0.8353202431042543,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 168}"
0.8244974287050024,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 208}"
0.8352968676951846,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 247}"
0.8309724170172978,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 287}"
0.8331697054698457,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 327}"
0.8331930808789154,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 366}"
0.8288686302010285,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 406}"
0.833216456287985,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 445}"
0.8332398316970547,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 485}"
0.8353903693314633,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 525}"
0.8375642823749416,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 564}"
0.8397381954184198,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 604}"
0.8375642823749416,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 643}"
0.833216456287985,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 683}"
0.8375642823749416,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 722}"
0.8375642823749416,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 762}"
0.8375876577840113,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 802}"
0.8375876577840113,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 841}"
0.8375876577840113,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 881}"
0.8354137447405329,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 920}"
0.8375876577840113,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 960}"
0.8375876577840113,"{'max_depth': 12, 'min_samples_split': 6, 'n_estimators': 1000}"
0.8179756895745676,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 50}"
0.8245208041140721,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 89}"
0.8310659186535764,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 129}"
0.833216456287985,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 168}"
0.8332398316970547,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 208}"
0.8266947171575503,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 247}"
0.8288686302010285,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 287}"
0.8353903693314633,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 327}"
0.8375642823749416,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 366}"
0.8353903693314633,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 406}"
0.8375642823749416,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 445}"
0.8397381954184198,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 485}"
0.8354137447405329,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 525}"
0.8375876577840113,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 564}"
0.8354137447405329,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 604}"
0.8332398316970547,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 643}"
0.8354137447405329,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 683}"
0.8332398316970547,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 722}"
0.8375876577840113,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 762}"
0.8397615708274895,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 802}"
0.8332398316970547,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 841}"
0.8354137447405329,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 881}"
0.833216456287985,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 920}"
0.8332398316970547,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 960}"
0.8310659186535764,"{'max_depth': 12, 'min_samples_split': 7, 'n_estimators': 1000}"
0.8267414679756897,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 50}"
0.8288452547919588,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 89}"
0.8310425432445069,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 129}"
0.8223702664796635,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 168}"
0.8288686302010285,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 208}"
0.8266947171575503,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 247}"
0.8288452547919588,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 287}"
0.8288686302010284,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 327}"
0.8288686302010285,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 366}"
0.8288686302010285,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 406}"
0.8310425432445069,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 445}"
0.833216456287985,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 485}"
0.833216456287985,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 525}"
0.833216456287985,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 564}"
0.8353903693314633,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 604}"
0.8310425432445069,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 643}"
0.8332398316970547,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 683}"
0.835413744740533,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 722}"
0.835413744740533,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 762}"
0.8332398316970547,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 802}"
0.8310659186535764,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 841}"
0.8332398316970547,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 881}"
0.8310659186535766,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 920}"
0.8288920056100981,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 960}"
0.8310659186535764,"{'max_depth': 12, 'min_samples_split': 8, 'n_estimators': 1000}"
0.8007480130902291,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 50}"
0.815825151940159,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 89}"
0.8180224403927069,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 129}"
0.8201963534361851,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 168}"
0.8201963534361851,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 208}"
0.8158485273492285,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 247}"
0.8223702664796633,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 287}"
0.8245208041140721,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 327}"
0.8310659186535766,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 366}"
0.8288920056100981,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 406}"
0.835413744740533,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 445}"
0.82671809256662,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 485}"
0.8288920056100981,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 525}"
0.8310892940626461,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 564}"
0.8310892940626461,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 604}"
0.8267648433847592,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 643}"
0.8289387564282376,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 683}"
0.8289387564282376,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 722}"
0.8354137447405329,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 762}"
0.8289153810191678,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 802}"
0.8310659186535766,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 841}"
0.8288920056100981,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 881}"
0.8288686302010284,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 920}"
0.8288920056100981,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 960}"
0.8332398316970547,"{'max_depth': 12, 'min_samples_split': 9, 'n_estimators': 1000}"
0.8115474520804113,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 50}"
0.8158251519401588,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 89}"
0.805072463768116,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 129}"
0.8180224403927069,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 168}"
0.8223702664796633,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 208}"
0.8137213651238897,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 247}"
0.8180224403927069,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 287}"
0.8223702664796635,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 327}"
0.8179990649836372,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 366}"
0.8158719027582982,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 406}"
0.8201963534361851,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 445}"
0.8223468910705938,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 485}"
0.8158719027582982,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 525}"
0.8180458158017766,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 564}"
0.8245441795231416,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 604}"
0.8288686302010284,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 643}"
0.82671809256662,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 683}"
0.82671809256662,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 722}"
0.82671809256662,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 762}"
0.82671809256662,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 802}"
0.8245441795231419,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 841}"
0.82671809256662,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 881}"
0.822393641888733,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 920}"
0.8245675549322111,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 960}"
0.822393641888733,"{'max_depth': 12, 'min_samples_split': 11, 'n_estimators': 1000}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 50}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 89}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 129}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 168}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 208}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 247}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 287}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 327}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 366}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 406}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 445}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 485}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 525}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 564}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 604}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 643}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 683}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 722}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 762}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 802}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 841}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 881}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 920}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 960}"
,"{'max_depth': 13, 'min_samples_split': 1, 'n_estimators': 1000}"
0.8376110331930808,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 50}"
0.8591631603553063,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 89}"
0.8570359981299672,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 129}"
0.8483637213651238,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 168}"
0.8526881720430108,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 208}"
0.8526647966339411,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 247}"
0.8483637213651238,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 287}"
0.8483637213651238,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 327}"
0.8418887330528285,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 366}"
0.83971482000935,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 406}"
0.8439925198690977,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 445}"
0.8418419822346891,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 485}"
0.8396914446002806,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 525}"
0.8440158952781672,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 564}"
0.8396914446002806,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 604}"
0.8397148200093503,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 643}"
0.8440158952781674,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 683}"
0.8440158952781674,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 722}"
0.8440392706872369,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 762}"
0.8483870967741935,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 802}"
0.8462131837307153,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 841}"
0.8462131837307153,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 881}"
0.8483870967741935,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 920}"
0.8483870967741935,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 960}"
0.8483870967741935,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 1000}"
0.844109396914446,"{'max_depth': 13, 'min_samples_split': 3, 'n_estimators': 50}"
0.8527816736792895,"{'max_depth': 13, 'min_samples_split': 3, 'n_estimators': 89}"
0.8484104721832632,"{'max_depth': 13, 'min_samples_split': 3, 'n_estimators': 129}"
