mean_test_score,max_depth,min_samples_split,n_estimators
,13,1,406
,13,1,445
,13,1,485
,13,1,525
,13,1,564
,13,1,604
,13,1,643
,13,1,683
,13,1,722
,13,1,762
,13,1,802
,13,1,841
,13,1,881
,13,1,920
,13,1,960
,13,1,1000
0.8376110331930808,13,2,50
0.8591631603553063,13,2,89
0.8570359981299672,13,2,129
0.8483637213651238,13,2,168
0.8526881720430108,13,2,208
0.8526647966339411,13,2,247
0.8483637213651238,13,2,287
0.8483637213651238,13,2,327
0.8418887330528285,13,2,366
0.83971482000935,13,2,406
0.8439925198690977,13,2,445
0.8418419822346891,13,2,485
0.8396914446002806,13,2,525
0.8440158952781672,13,2,564
0.8396914446002806,13,2,604
0.8397148200093503,13,2,643
0.8440158952781674,13,2,683
0.8440158952781674,13,2,722
0.8440392706872369,13,2,762
0.8483870967741935,13,2,802
0.8462131837307153,13,2,841
0.8462131837307153,13,2,881
0.8483870967741935,13,2,920
0.8483870967741935,13,2,960
0.8483870967741935,13,2,1000
0.844109396914446,13,3,50
0.8527816736792895,13,3,89
0.8484104721832632,13,3,129
0.8375175315568022,13,3,168
0.8396914446002806,13,3,208
0.8418887330528284,13,3,247
0.8440158952781674,13,3,287
0.8418653576437588,13,3,327
0.8440392706872372,13,3,366
0.8418653576437588,13,3,406
0.835413744740533,13,3,445
0.8418887330528285,13,3,485
0.8375642823749416,13,3,525
0.8440392706872369,13,3,564
0.8483637213651238,13,3,604
0.8505376344086022,13,3,643
0.8483870967741935,13,3,683
0.8462131837307153,13,3,722
0.8462131837307153,13,3,762
0.8505610098176719,13,3,802
0.8462131837307153,13,3,841
0.8462131837307154,13,3,881
0.85273492286115,13,3,920
0.8505610098176717,13,3,960
0.85273492286115,13,3,1000
0.8527115474520806,13,4,50
0.8526647966339411,13,4,89
0.8527115474520806,13,4,129
0.8439925198690977,13,4,168
0.8397381954184198,13,4,208
0.8418419822346891,13,4,247
0.850490883590463,13,4,287
0.8439925198690977,13,4,327
0.846166432912576,13,4,366
0.8505142589995325,13,4,406
0.8483403459560543,13,4,445
0.8505142589995325,13,4,485
0.8505142589995325,13,4,525
0.8396914446002806,13,4,564
0.8440158952781674,13,4,604
0.8440158952781674,13,4,643
0.8418653576437588,13,4,683
0.8418653576437588,13,4,722
0.8462131837307153,13,4,762
0.8462131837307153,13,4,802
0.8418653576437588,13,4,841
0.8418653576437588,13,4,881
0.8418653576437588,13,4,920
0.8396914446002806,13,4,960
0.8418653576437588,13,4,1000
0.8267648433847592,13,5,50
0.8310425432445067,13,5,89
0.8396680691912108,13,5,129
0.8396914446002806,13,5,168
0.8440158952781674,13,5,208
0.8396680691912108,13,5,247
0.8375175315568022,13,5,287
0.8353436185133241,13,5,327
0.8353669939223938,13,5,366
0.8331930808789154,13,5,406
0.8353669939223936,13,5,445
0.83971482000935,13,5,485
0.8375175315568022,13,5,525
0.8397148200093503,13,5,564
0.8375175315568022,13,5,604
0.8353669939223936,13,5,643
0.8331930808789154,13,5,683
0.8310425432445069,13,5,722
0.8288686302010285,13,5,762
0.8397381954184198,13,5,802
0.8353903693314635,13,5,841
0.8375642823749416,13,5,881
0.8353903693314633,13,5,920
0.8353903693314633,13,5,960
0.8375642823749416,13,5,1000
0.8310892940626461,13,6,50
0.8310659186535766,13,6,89
0.8375175315568022,13,6,129
0.8331930808789154,13,6,168
0.833216456287985,13,6,208
0.8354137447405329,13,6,247
0.83971482000935,13,6,287
0.8397381954184198,13,6,327
0.835413744740533,13,6,366
0.8375642823749416,13,6,406
0.8375642823749416,13,6,445
0.8419121084618981,13,6,485
0.8375642823749416,13,6,525
0.8397381954184198,13,6,564
0.8397381954184198,13,6,604
0.8375642823749416,13,6,643
0.8419121084618981,13,6,683
0.8397381954184198,13,6,722
0.8397381954184198,13,6,762
0.8397381954184198,13,6,802
0.8397381954184198,13,6,841
0.8375642823749416,13,6,881
0.8375642823749416,13,6,920
0.8375642823749416,13,6,960
0.8375642823749416,13,6,1000
0.8136512388966807,13,7,50
0.8245208041140719,13,7,89
0.8309957924263675,13,7,129
0.8331930808789154,13,7,168
0.8310425432445069,13,7,208
0.8288686302010285,13,7,247
0.8332164562879851,13,7,287
0.8353903693314633,13,7,327
0.8353903693314633,13,7,366
0.8332398316970547,13,7,406
0.8397381954184198,13,7,445
0.8375876577840111,13,7,485
0.8397615708274895,13,7,525
0.8397615708274895,13,7,564
0.835413744740533,13,7,604
0.8332398316970547,13,7,643
0.8354137447405329,13,7,683
0.8375876577840113,13,7,722
0.8375876577840113,13,7,762
0.8375876577840113,13,7,802
0.8354137447405329,13,7,841
0.8332398316970547,13,7,881
0.8353903693314633,13,7,920
0.8375642823749416,13,7,960
0.833216456287985,13,7,1000
0.8116175783076205,13,8,50
0.8288452547919588,13,8,89
0.8331930808789154,13,8,129
0.8375409069658719,13,8,168
0.8353903693314633,13,8,208
0.8353903693314633,13,8,247
0.8375175315568022,13,8,287
0.8375409069658719,13,8,327
0.8375409069658719,13,8,366
0.8375642823749416,13,8,406
0.8375642823749416,13,8,445
0.8375642823749416,13,8,485
0.8353903693314633,13,8,525
0.8353903693314633,13,8,564
0.8353903693314633,13,8,604
0.8332398316970547,13,8,643
0.8332398316970547,13,8,683
0.8332398316970547,13,8,722
0.8332398316970547,13,8,762
0.8332398316970547,13,8,802
0.8310659186535766,13,8,841
0.8310659186535766,13,8,881
0.8310659186535766,13,8,920
0.8332398316970547,13,8,960
0.8310659186535764,13,8,1000
0.8071996259934549,13,9,50
0.8093735390369332,13,9,89
0.8180224403927069,13,9,129
0.8202197288452547,13,9,168
0.8245208041140721,13,9,208
0.8245208041140721,13,9,247
0.8288686302010285,13,9,287
0.8288686302010285,13,9,327
0.833216456287985,13,9,366
0.8310425432445069,13,9,406
0.8332398316970547,13,9,445
0.8332398316970547,13,9,485
0.8310659186535766,13,9,525
0.8332632071061244,13,9,564
0.8310892940626461,13,9,604
0.8332398316970547,13,9,643
0.8354137447405329,13,9,683
0.8354137447405329,13,9,722
0.8354137447405329,13,9,762
0.8267414679756897,13,9,802
0.8267414679756897,13,9,841
0.8310425432445069,13,9,881
0.8310425432445069,13,9,920
0.833216456287985,13,9,960
0.8310425432445069,13,9,1000
0.8093735390369332,13,11,50
0.8201729780271154,13,11,89
0.8180925666199158,13,11,129
0.822393641888733,13,11,168
0.8245441795231416,13,11,208
0.8202197288452547,13,11,247
0.8288686302010285,13,11,287
0.8266947171575503,13,11,327
0.8223468910705938,13,11,366
0.8266947171575503,13,11,406
0.8266947171575503,13,11,445
0.8288686302010285,13,11,485
0.8202197288452548,13,11,525
0.8245675549322111,13,11,564
0.8288920056100981,13,11,604
0.8288920056100981,13,11,643
0.8288920056100981,13,11,683
0.8245675549322111,13,11,722
0.8288920056100981,13,11,762
0.8288686302010284,13,11,802
0.82671809256662,13,11,841
0.8245441795231416,13,11,881
0.8245441795231416,13,11,920
0.822393641888733,13,11,960
0.8202197288452548,13,11,1000
,15,1,50
,15,1,89
,15,1,129
,15,1,168
,15,1,208
,15,1,247
,15,1,287
,15,1,327
,15,1,366
,15,1,406
,15,1,445
,15,1,485
,15,1,525
,15,1,564
,15,1,604
,15,1,643
,15,1,683
,15,1,722
,15,1,762
,15,1,802
,15,1,841
,15,1,881
,15,1,920
,15,1,960
,15,1,1000
0.8397381954184198,15,2,50
0.8548620850864891,15,2,89
0.8570827489481067,15,2,129
0.8527115474520806,15,2,168
0.8548854604955587,15,2,208
0.8526881720430108,15,2,247
0.8505142589995325,15,2,287
0.8483403459560541,15,2,327
0.8483637213651238,15,2,366
0.8461898083216457,15,2,406
0.8440392706872369,15,2,445
0.8440392706872369,15,2,485
0.8418653576437588,15,2,525
0.8396914446002806,15,2,564
0.8418653576437588,15,2,604
0.8462131837307153,15,2,643
0.8418887330528284,15,2,683
0.8375409069658719,15,2,722
0.83971482000935,15,2,762
0.8440626460963067,15,2,802
0.8440626460963067,15,2,841
0.8440626460963067,15,2,881
0.8440626460963067,15,2,920
0.8418887330528285,15,2,960
0.83971482000935,15,2,1000
0.846236559139785,15,3,50
0.8613838242169237,15,3,89
0.8613604488078541,15,3,129
0.8526414212248714,15,3,168
0.850490883590463,15,3,208
0.8483403459560541,15,3,247
0.8439925198690977,15,3,287
0.8418186068256194,15,3,327
0.8505142589995325,15,3,366
0.8461898083216457,15,3,406
0.8418653576437588,15,3,445
0.8440392706872372,15,3,485
0.8418653576437588,15,3,525
0.8418653576437588,15,3,564
0.8440392706872372,15,3,604
0.8505376344086022,15,3,643
0.8418653576437588,15,3,683
0.8440392706872372,15,3,722
0.8440626460963067,15,3,762
0.846236559139785,15,3,802
0.8419121084618981,15,3,841
0.8440626460963067,15,3,881
0.8440860215053764,15,3,920
0.8440626460963067,15,3,960
0.8419121084618981,15,3,1000
0.8483637213651238,15,4,50
0.8592099111734456,15,4,89
0.8548854604955587,15,4,129
0.8440392706872372,15,4,168
0.8440626460963067,15,4,208
0.8440158952781674,15,4,247
0.8461196820944366,15,4,287
0.8440158952781674,15,4,327
0.8461898083216457,15,4,366
0.8483637213651238,15,4,406
0.8483637213651238,15,4,445
0.8461898083216457,15,4,485
0.8440392706872372,15,4,525
0.8462131837307153,15,4,564
0.8483870967741935,15,4,604
0.8462131837307153,15,4,643
0.8483870967741935,15,4,683
0.8397148200093503,15,4,722
0.8440860215053764,15,4,762
0.8440860215053764,15,4,802
0.846236559139785,15,4,841
0.8484104721832632,15,4,881
0.8484104721832632,15,4,920
0.846236559139785,15,4,960
0.8484104721832632,15,4,1000
0.8376110331930808,15,5,50
0.8505610098176719,15,5,89
0.8505376344086022,15,5,129
0.8440626460963067,15,5,168
0.8418653576437588,15,5,208
0.83971482000935,15,5,247
0.8397148200093503,15,5,287
0.8440626460963067,15,5,327
0.8440626460963067,15,5,366
0.8440626460963067,15,5,406
0.8418887330528285,15,5,445
0.8419121084618981,15,5,485
0.8440626460963067,15,5,525
0.8418887330528285,15,5,564
0.8440626460963067,15,5,604
0.8418887330528284,15,5,643
0.846236559139785,15,5,683
0.8397381954184198,15,5,722
0.8419121084618981,15,5,762
0.8419121084618981,15,5,802
0.8440626460963067,15,5,841
0.8419121084618981,15,5,881
0.8440626460963067,15,5,920
0.8440860215053764,15,5,960
0.8440860215053764,15,5,1000
0.8267414679756897,15,6,50
0.8419121084618981,15,6,89
0.8505142589995325,15,6,129
0.8375642823749416,15,6,168
0.8354137447405329,15,6,208
0.8354371201496026,15,6,247
0.8397615708274895,15,6,287
0.8419121084618981,15,6,327
0.8397615708274895,15,6,366
0.8440860215053764,15,6,406
0.8440860215053764,15,6,445
0.8440860215053764,15,6,485
0.8419121084618982,15,6,525
0.8505843852267414,15,6,564
0.8484104721832633,15,6,604
0.8440860215053764,15,6,643
0.8440860215053764,15,6,683
0.8462599345488545,15,6,722
0.8440860215053764,15,6,762
0.8397615708274895,15,6,802
0.8419121084618981,15,6,841
0.8375876577840113,15,6,881
0.8397615708274895,15,6,920
0.8375876577840111,15,6,960
0.8397381954184198,15,6,1000
0.8288452547919588,15,7,50
0.8289153810191678,15,7,89
0.8419354838709678,15,7,129
0.8310659186535766,15,7,168
0.8353669939223938,15,7,208
0.8332164562879851,15,7,247
0.8375409069658719,15,7,287
0.8353669939223938,15,7,327
0.8397148200093503,15,7,366
0.8397148200093503,15,7,406
0.8418887330528285,15,7,445
0.8440626460963067,15,7,485
0.8462365591397848,15,7,525
0.8462365591397848,15,7,564
0.8440626460963067,15,7,604
0.8440626460963067,15,7,643
0.8484104721832632,15,7,683
0.846236559139785,15,7,722
0.8440626460963067,15,7,762
0.846236559139785,15,7,802
0.8397148200093503,15,7,841
0.83971482000935,15,7,881
0.8418887330528285,15,7,920
0.8375409069658719,15,7,960
0.8375409069658719,15,7,1000
0.8267414679756897,15,8,50
0.8353436185133241,15,8,89
0.8375642823749416,15,8,129
0.8288686302010285,15,8,168
0.833216456287985,15,8,208
0.8353903693314633,15,8,247
0.8397148200093503,15,8,287
0.83973819541842,15,8,327
0.8397148200093503,15,8,366
0.8375642823749416,15,8,406
0.8375409069658719,15,8,445
0.8397148200093503,15,8,485
0.8353903693314633,15,8,525
0.8375409069658719,15,8,564
0.8375409069658719,15,8,604
0.8353903693314633,15,8,643
0.8332398316970547,15,8,683
0.8375642823749416,15,8,722
0.8354137447405329,15,8,762
0.8332398316970547,15,8,802
0.8332398316970547,15,8,841
0.8353903693314633,15,8,881
0.8353903693314633,15,8,920
0.8332398316970547,15,8,960
0.8310659186535764,15,8,1000
0.8180458158017766,15,9,50
0.82671809256662,15,9,89
0.8180458158017766,15,9,129
0.82671809256662,15,9,168
0.8310425432445069,15,9,208
0.8310191678354372,15,9,247
0.8310425432445067,15,9,287
0.8396914446002806,15,9,327
0.8375409069658719,15,9,366
0.8353903693314633,15,9,406
0.8397381954184198,15,9,445
0.8353903693314633,15,9,485
0.8375642823749416,15,9,525
0.8397381954184198,15,9,564
0.83971482000935,15,9,604
0.8353903693314633,15,9,643
0.8397381954184198,15,9,683
0.8375642823749416,15,9,722
0.8375642823749416,15,9,762
0.833216456287985,15,9,802
0.8310425432445069,15,9,841
0.833216456287985,15,9,881
0.8310425432445069,15,9,920
0.8310425432445069,15,9,960
0.8266947171575503,15,9,1000
0.8071528751753156,15,11,50
0.8179990649836372,15,11,89
0.8224170172978027,15,11,129
0.82671809256662,15,11,168
0.8310425432445067,15,11,208
0.8245441795231416,15,11,247
0.8288686302010285,15,11,287
0.8310425432445069,15,11,327
